artist,song,lyrics
The Chainsmokers,Maradona,"22 ContributorsTranslationsEspañolMaradona Lyrics“Maradona” presents an upbeat and trap-influenced instrumental, and is named after the late ex-football player and Argentinian, Diego Armando Maradona.

On January 10, 2022, the duo announced their return… Read More [Intro]
(There's something about you, something about you)

[Verse 1]
If my life was fiction
I'd finally make best friends with my addictions
I'd get things done and not blame it on my conditions
I'd build a world not filled with contradictions
And build it up so high
Think I wanna twist the plot this time

[Chorus]
I'm gonna go to Italy
Find my Maradona energy
I'll spin life to a fantasy
Like no one's home, so I play god
Befriending all my enemies
Way more room for activities now
I'm building up my mind
Think I wanna twist the plot this time

[Drop]
No one's home, so I play god

[Verse 2]
I had an epiphany
I'm not gonna throw it all away this time
Better than telepathy
I'll show them what's inside my mind


[Chorus]
I'm gonna go to Italy
Find my Maradona energy
I'm, I'm building up my mind
Think I wanna twist the plot this time

[Drop]
No one's home, so I play god

[Bridge]
Without you
Without you
(No one's home, so I play god)
If my life was fiction
If my life was fiction
Like no one's home, so I play god

[Drop]
Without you
Without you

[Outro]
There's no getting over you
When I see you, I get tongue-tied
I thought if everything was new
I could disappear from my own life
But now, I cannot leave my room
I'm too lazy, tryna waste my time
'Cause there's no getting over you
There's no getting over you
There's no getting over you"
The Chainsmokers,Cyanide,"22 ContributorsTranslationsEspañolCyanide Lyrics[Verse 1]
Cap and a stem with the red wine
You ain't got friends, so you're at mine
I hear you're in town for the weekend
(I swear I'm not trying to get even)
Couple texts from my ex, you were homies
(Never took the time to get to know me)
And now you're standing in the kitchen doing blow, please

[Chorus]
You kiss me on some cyanide
It kills me, you feel different when we're eye to eye
Listen, I don't wanna be your alibi
You feel too much, so miss me on your ride tonight
(Hey!)

[Verse 2]
A day goes by and I want you
Spent two nights in your bedroom
We can get high by the ocean
And I'll try to hide my emotion
3-6-9, you can call me
Only stay at my place when you're lonely
If you need me for the night, I gotta know, please

[Pre-Chorus]
We'll never go back, back, back to the way things were
And I was intact, that's fact, 'til you struck my nerve
Once I felt the way it hit, I was addicted to this
I would never go back, back, back, oh


[Chorus]
You kiss me on some cyanide
It kills me, you feel different when we're eye to eye
Listen, I don't wanna be your alibi
You feel too much, so miss me on your ride tonight

[Post-Chorus]
(You kiss me on some cyanide)

[Bridge]
Am I gonna know when it's over? (When it's over)
'Cause I gotta know who's next
I'm tired of letting hope control me
Set me free

[Chorus]
You kiss me on some cyanide
It kills me, you feel different when we're eye to eye
Listen, I don't wanna be your alibi
You feel too much, so miss me on your ride tonight

[Post-Chorus]
(You feel, you feel)

[Chorus]
You kiss me on some cyanide
(It kills me, you feel different when we're eye to eye)
(It kills me, you feel different when we're eye to eye)
You feel too much, so miss me on your ride tonight
Cyanide


[Outro]
(Still, do you feel, feel
Feel good? Real bad)"
The Chainsmokers,The Fall,"24 ContributorsTranslationsPortuguêsThe Fall Lyrics[Verse 1]
We do the same drugs
Turn up the sounds and let it fill your body
Building up the tension, I'll stay the night
If you're having fun, I can feel your body

[Chorus]
You're gonna wish you left, but you never leave
'Cause you can't put your arms 'round a memory
You're gonna wish you left, but you never leave
(Never leave, never leave, leave, leave, leave, leave)
You're gonna wish you left, but you nevеr leave
'Cause you can't put your arms 'round a mеmory
You're gonna wish you left, but you never leave
(Never leave, never leave, leave, leave, leave, leave)

[Drop]
You just want emotion
You just want

[Verse 2]
It's the same love
I left the ground and I can't feel my body
Lost in your dimension, I'll stay awhile
But it's not enough if I can't feel your body (Feel your body)


[Chorus]
You're gonna wish you left, but you never leave
'Cause you can't put your arms 'round a memory
You're gonna wish you left, but you never leave
(Never leave, never leave, leave, leave, leave, leave)
You're gonna wish you left, but you never leave
'Cause you can't put your arms 'round a memory
You're gonna wish you left, but you never leave
(Never leave, never leave, leave, leave, leave, leave)

[Drop]
You just want emotion (Emotion)
You just want"
The Chainsmokers,Testing,"27 ContributorsTranslationsEspañolTesting LyricsStarting with a melancholy atmosphere that transitions to a heavy trap song and transitioning once more into a dance song that interpolates the lyrics of Pure Imagination from Willy Wonka & the Chocolate… Read More [Verse]
Can I say I've lost myself?
Or would it be too much for everyone at home?
Can I say I've turned on myself
For all the things that I've done and everyone I've wronged?
But what did you expect?
Hold me by the neck and I get too high (I get too high)
We started this for fun
Now they acting like I won, I could see both sides (See both sides)
It's hard to keep it low-key when everyone's your homie
I see the inside of a bottle when I'm lonely
Maybe I'm projecting, I'll tell you what I don't see
I'm looking for a friend where there used to be the old me, oh

[Chorus]
Every night's so high
Like everything you pictured
I'm so high

[Pre-Drop: Playa Fly]
Front a buster with some bab
Hit that ho for her fifteen
Fro—front a buster with some—
Hit that, hit that ho for her fifteen
Front a buster with some bab
Hit that ho for her fifteen
Fro—front a buster with some—
Hit that, hit that, hit that, hit that, hit that


[Drop: Playa Fly]
Front a buster with some bab
Hit that ho for her fifteen
Fro—Front a buster with some—
Hit that, hit that ho for her fifteen
Front a buster with some bab
Hit that ho for her fifteen
Fro—Front a buster with some—
Hit that, hit that, hit that, hit that, hit that
(Front a buster with some bab
Hit that ho for her fifteen
Fro—front a buster with some—
Hit that, hit that ho for her fifteen)
Front a buster with some bab
Hit that ho for her fifteen
Fro—front a buster with some—
Hit that, hit that, hit that, hit that, hit that

[Chorus]
Every night's so high
Like everything you pictured
I'm so high

[Outro]
(Yeah, yeah, yeah)
(Yeah, yeah, yeah)
Come with me and you'll see
A world of pure imagination
You’ll be free of what they see
So far from all your limitations
Come with me and you'll see
A world of pure imagination
(Pure imagination, pure imagination)
A world of pure imagination
Pure imagination"
The Chainsmokers,Self Destruction Mode,"22 ContributorsTranslationsPortuguêsSelf Destruction Mode Lyrics[Chorus: bludnymph]
I woke up in self-destruction mode
I press go and I do it again
I love my sins, they're all I know
We got closer than all of my friends

[Verse 1: bludnymph]
Triple seven on the dash, guess I'm feeling lucky
I kinda got a thing for cash, I just want your money
I'm tying cherry knots, got 'em twisted like my stomach
I'm a mess, I'm a mess, I'm the best
Mm, yeah

[Chorus: bludnymph & Drew Taggart]
I woke up in self-destruction mode
I press go and I do it again
I love my sins, they're all I know
We got closer than all of my friends
C-4, I do that damage
My ego is titanic
I woke up in self-destruction modе
Watch me go, I'ma do it again

[Drop: bludnymph]
(I'ma do it again)
(Da, na, na, na, na, na)


[Verse 2: Drew Taggart, bludnymph & Both]
I'm in the Czech Rеpublic, checking out, come and find me
I can't just have a little, drink it neat, never nicely
We woke up on a Monday, went to bed on a Friday
I like me, you wanna bite me
Devil on my shoulder (Say I just wanna know you)
And if you pull me closer (Well, baby, I'ma show you)
My vision's getting slower (Well, baby, what's composure?)
Should've listened when I told you

[Chorus: bludnymph & Drew Taggart]
I woke up in self-destruction mode
I press go and I do it again
I love my sins, they're all I know
We got closer than all of my friends
C-4, I do that damage
My ego is titanic
I woke up in self-destruction mode
Watch me go, I'ma do it again

[Drop: bludnymph with Drew Taggart]
(Da, na, na, na, na, na)
(Ah, ah, ah-)
I woke up in self-destruction mode
I woke up in self-destruction mode
I press go and I do it again


[Outro: bludnymph]
(Da, na, na, na, na, na, ah)
(Ah, ah, ah, ah, ah, ah)"
The Chainsmokers,Up & Down,"11 ContributorsTranslationsPortuguêsUp & Down LyricsReturning to their roots of collaborating with more underground artists to make indie-influenced EDM-pop, “Up & Down” is the first single off of The Chainsmokers’ fifth studio album, featuring Canadian… Read More [Verse]
I feel jet-lagged everyday
I've been out my mind, drinking anyway
Do you have the time? Tell me what's the date
Might be out of line but I feel in place
I thought I heard you say

[Chorus]
Up and down in the crowd
Finally, I feel better now
Off the ground, in the clouds
Wish that you could see me now
I don't doubt, say it loud
Came up from the underground
Turned around, made it out
I wish that you could see me now

[Drop]
I wish that you could see me now
Wish that you could see me now
I wish that you could see me now
I wish that you could see me now
Wish that you could see me now
I wish that you could see me now

[Chorus]
Up and down in the crowd
Finally, I feel better now
Off the ground, in the clouds
Wish that you could see me now
I don't doubt, say it loud
Came up from the undеrground
Turned around, made it out
I wish that you could see me now
Up and down in thе crowd
Finally, I feel better now
Off the ground, in the clouds
Wish that you could see me now
I don't doubt, say it loud
Came up from the underground
Turned around, made it out
I wish that you could see me now


[Drop]
I wish that you could see me now
I wish that you could see me now

[Chorus]
Up and down in the crowd
Finally, I feel better now
Off the ground, in the clouds
Wish that you could see me now
I don't doubt, say it loud
Came up from the underground
Turned around, made it out
I wish that you could see me now

[Outro]
""Whoa, my god""
""That's that ninth gear"""
The Chainsmokers,In Too Deep,"18 ContributorsTranslationsEspañolIn Too Deep LyricsThe eleventh track off of The Chainsmokers' fourth studio album, So Far So Good, “In Too Deep” takes a tonal divergence from the rest of the album. Primarily a ballad with electronic flourishes, the song… Read More [Verse 1: Andrew Taggart]
They only shine a light on notoriety
So sometimes, I forget what's inside of me
And when I lose my mind, I do it quietly, oh, oh
And maybe it's just my anxiety
Or my lack of overall sobriety
But why don't you come over and get high with me? Oh, oh

[Pre-Chorus: Andrew Taggart]
I know you're getting tired of this
And I know you never asked for it

[Chorus: Andrew Taggart]
But I'm in too deep and I need a way out
You're the only way out
So please just say you're coming over right now
Come over right now
Take you back to my hometown
Make my parents proud
'Cause I'm in too deep and I need a way out
You're the only way out

[Verse 2: Andrew Taggart]
You were always morе than a friend to me
Baby, pull me closеr than your enemies
And if you gotta lie, do it beside of me, oh, oh
You're the only one who sees me honestly
Love don't last forever, so promise me
That you'll come on over and get high with me, oh, oh


[Pre-Chorus: Andrew Taggart]
I know you're getting tired of this
And I know you never asked for it

[Chorus: Andrew Taggart & Chloe George]
But I'm in too deep and I need a way out
You're the only way out (Only way out)
So please just say you're coming over right now
Come over right now (Over right now)
Take you back to my hometown
Make my parents proud (Eh, eh, eh)
'Cause I'm in too deep and I need a way out
You're the only way out (You're the only way out, yeah)

[Post-Chorus: Chloe George]
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh

[Outro: Chloe George]
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
(Eh, eh, eh)
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
(You're the only way, you're the only way out)
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
(Woo hoo, hoo, hoo-oh, hoo, hoo)
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
(Woo hoo, hoo, hoo-oh, hoo, hoo)"
The Chainsmokers,Channel 1,"15 ContributorsTranslationsEspañolChannel 1 Lyrics[Verse 1]
It's two in the morning and you want it
But we're better off friends and it doesn't have to end like this
'Cause you're honest and I start shit (And I start shit)
You call it toxic, it's a problem
I gave you hope once and you lost it (And you lost it)
I'm just being honest (Just being honest)

[Chorus]
She said repeat-eat, I don't look back, back, back though
(Back, back, back though, back)
Love is so short-ort, why can't I forget it at all?
(Get it at all, at all)
Try to keep it on the low, but it's me I gotta go high, high, high
I swear, I can hold my own but I really feel my lows now
She said repeat-eat, I don't look back, back, back though
(Back, back, back though, back)
Love is so short-ort, why can't I forget it at all?
(Get it at all, at all)
Try to keep it on the low, but it's me I gotta go high, high, high
I swear, I can hold my own but I really feel my lows now

[Drop]
High-igh-igh
Love is so short-ort, why can't I forget it at all? (Get it at all)
High-igh-igh
Love is so short-ort, why can't I forget it at all? (Get it at all)


[Verse 2]
Am I part of the plan or a scandal?
Asking where I stand, when it's you that's got a man
He loves you, you're a mess, I'm the vessel
But you don't even want me, you just wanna kiss somebody
In it for the ride, but you gotta pick a line
When you cross somebody

[Chorus]
She said repeat-eat, I don't look back, back, back though
(Back, back, back though, back, back, back though)
Love is so short-ort, why can't I forget it at all?
(Get it at all)
Try to keep it on the low, but it's me I gotta go high, high, high
I swear, I can hold my own but I really feel my lows now
I really feel my lows, yeah

[Drop]
High-igh-igh
Love is so short-ort, why can't I forget it at all?
(Why can't I forget it at all? I really feel my lows, yeah)
High-igh-igh
Love is so short-ort, why can't I forget it at all? (Get it at all)

[Chorus]
She said repeat-eat, I don't look back, back, back though
(I swear, I can feel my lows, I really feel my lows)
Love is so short-ort, why can't I forget it at all?
(I'm better on my own, in my hotel room)
Try to keep it on the low, but it's me I gotta go
(Eighteen months on the road somehow)
I swear, I can hold my own but I really feel my lows now
(I'd rather be alone, I'd rather be alone now)"
The Chainsmokers,Solo Mission,"21 ContributorsTranslationsEspañolSolo Mission Lyrics[Verse 1]
Yeah, she's on a solo mission
And she won’t look back 'til it's her decision
She can have the last laugh, I’ll be sure to listen
And now I'm not a threat, I'm just another ex
Put me in the backseat, tunnel vision
If I'm not with her, then I'm not living
Always moving too fast, I don't wanna miss it
It's all on me, yeah, she put it on me, yeah

[Pre-Chorus]
Corner of my bed like I don't know you
Pull a cigarette, I can tell what you’re gonna do
I’ma make a bet, if I stay then I'm gonna lose, yeah, yeah

[Chorus]
I’ll try my best to forget me and you
But call me whеn you're on your own
Call me when you'rе all alone, yeah
I hope you don't regret you and me
Tell me when your cover’s blown
Tell me when you're coming home, yeah, oh

[Verse 2]
Yeah, she's on a solo mission
She cut me out fast, look at her precision
And when she moves past me, she's off limits
I never held her back, can't get her off track
Living in the fast lane of indecision
If I cross her path, but there's no collision
I would even take half if it's all she's giving
I know it's not a test, but it's hard to accept it's over


[Pre-Chorus]
Corner of my bed like I don't know you
Pull a cigarette, I can tell what you're gonna do
I'ma make a bet, if I stay then I'm gonna lose, yeah, yeah

[Chorus]
I'll try my best to forget me and you
But call me when you're on your own
Call me when you're all alone, yeah
I hope you don't regret you and me
Tell me when your cover's blown
Tell me when you're coming home, yeah, oh

[Bridge]
I'll try my best to forget you
To forget you, to forget you

[Chorus]
I'll try my best to forget me and you
But call me when you're on your own
Call me when you're all alone, yeah
I hope you don't regret you and me
Tell me when your cover's blown
Tell me when you're coming home, yeah, oh"
The Chainsmokers,I Hope You Change Your Mind,"16 ContributorsTranslationsEspañolI Hope You Change Your Mind Lyrics[Verse 1]
Let's go back to the start
We get in the car off a Venice bar and we wait for the magic
We play our parts
Like we're TV stars, it's a chain reaction
You pick up your phone
So you don't feel alone, it's a fatal attraction
No matter where we are
You're scared, you think that we're all against you
See your fears coming out of the walls
But I want you to know it's only dark until your eyes adjust

[Pre-Chorus]
I hope you change your mind
I hope you change your mind
I hope you change your mind
I hope you change your mind

[Chorus]
It's in your head, your head, your head, your head
It's in your head, your head, your head
(I hope you change your mind)
It's in your head, your head, your head, your head
It's in your head, your head, your head

[Verse 2]
Don't get strange this time
Even if you're terrified
We've been friends since we were nine
We were made to go all night
So if you wanna get there, I can help you get there
Just say you wanna get there


[Pre-Chorus]
I hope you change your mind
I hope you change your mind
I hope you change your mind
I hope you change your mind

[Chorus]
It's in your head, your head, your head, your head
It's in your head, your head, your head
(I hope you change your mind)
It's in your head, your head, your head, your head
It's in your head, your head, your head
I hope you change your mind

[Outro]
(I hope you change your mind)"
The Chainsmokers,If Walls Could Talk,"7 ContributorsIf Walls Could Talk Lyrics[Verse 1]
You probably think you're going to Heaven
Even though you put me through Hell
You're preachy like you're some kind of reverend
I wish you'd turn the light on yourself

[Chorus]
You thought that if you wrecked my car
Those flames would mend your broken heart
I know you say it's all my fault
But darling, if these walls could talk

[Verse 2]
They'd say that you should put down your weapons
Before you go and start up a war
There's no point in getting upset here
You can't tell what you're fighting for

[Chorus]
I know you're telling all your friends
Those things I wish I never said
I know you won't pick up my calls
But darling, if these walls could talk"
The Chainsmokers,Time Bomb,"12 ContributorsTranslationsPortuguêsTime Bomb Lyrics[Verse 1: Chloe George]
Found my corner of the matrix
No, I never thought I'd say this
But it turns out all my friends are famous
So concerned with reputation

[Pre-Chorus: Chloe George]
Why, every night, do I try assimilating?
Not gonna lie, getting tired of this simulation

[Chorus: Chloe George]
I'm a ticking time bomb, looking for my ride home
Flicking through my iPhone, no destination
Don't care about your homies pretending that they know me
I don't got time for phonies or validation
Get fucked up every Thursday, drink like it's your birthday
So obsessed with first place, oh, oh
Yeah, I'm a ticking time bomb, looking for my ride home
Flicking through my iPhone, no destination

[Verse 2: Drew Taggart]
I guess I'll stay on this vibration
I don't need your reciprocation
'Cause it turns out love is condensation
I keep it moving on 'cause I'm impatient


[Pre-Chorus: Chloe George & Drew Taggart]
Why, every night, do I try assimilating?
Not gonna lie, getting tired of this simulation

[Chorus: Chloe George & Drew Taggart]
I'm a ticking time bomb, looking for my ride home
Flicking through my iPhone, no destination
Don't care about your homies pretending that they know me
I don't got time for phonies or validation
Get fucked up every Thursday, drink like it's your birthday
So obsessed with first place, oh, oh
Yeah, I'm a ticking time bomb, looking for my ride home
Flicking through my iPhone, no destination

[Interlude: Chloe George]
Ooh, ooh, ooh
Ooh, ooh, ooh
Oh, oh, oh

[Chorus: Chloe George & Drew Taggart]
I'm a ticking time bomb, looking for my ride home
Flicking through my iPhone, no destination
Don't care about your homies pretending that they know me
I don't got time for phonies or validation
Get fucked up every Thursday, drink like it's your birthday
So obsessed with first place, oh, oh
Yeah, I'm a ticking time bomb, looking for my ride home
Flicking through my iPhone, no destination"
The Chainsmokers,No Shade At Pitti,"16 ContributorsTranslationsPortuguêsNo Shade At Pitti Lyrics[Verse 1: Andrew Taggart]
The first day of spring, the city's feeling brand new
No shade at Pitti, the people spilling out
I can't believe I haven't thought about you
Open the streets, no looking in the rearview
Sixty degrees, but we can take it off
I can't believe I haven't thought about you

[Pre-Chorus: Andrew Taggart]
It's time to leave, you went cold as winter
And with one final breeze, both of you let go of me
I'm starting to see
Everything looks better now

[Chorus: Andrew Taggart]
Replacing the scenes
Done self-deprecating till I burst at the seams
It's all feeling different, but I know that it's me
And everything feels better now

[Drop: Emily Warren]
I can't believe
I can't believe

[Verse 2: Andrew Taggart]
Called all of my friends
That I can fit in one room
Testing my speakers
Like they have never been used
Now I can breathe when I think about you
It's getting late
And I've been drinking for two
Shelving the memories that were colored by you
Now I can breathe when I think about you


[Pre-Chorus: Andrew Taggart]
It's time to leave, you went cold as winter
And with one final breeze, both of you let go of me
I'm starting to see
Everything looks better now

[Chorus: Andrew Taggart]
Replacing the scenes
Done self-deprecating 'til I burst at the seams
It's all feeling different, but I know that it's me
And everything feels better now

[Drop: Emily Warren]
I can't believe
I can't believe"
The Chainsmokers,Something Just Like This (Alesso Remix),"9 ContributorsSomething Just Like This (Alesso Remix) Lyrics[Verse 1: Chris Martin]
I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spiderman's control
And Batman with his fists
And clearly I don't see myself upon that list

[Pre-Chorus: Chris Martin]
But she said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss

[Bridge: Chris Martin]
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo


[Chorus: Chris Martin]
Oh, I want something just like this
I want something just like this

[Verse 2: Chris Martin]
I've been reading books of old
The legends and the myths
The testaments they told
The moon and its eclipse
And Superman unrolls
A suit before he lifts
But I'm not the kind of person that it fits

[Pre-Chorus: Chris Martin]
She said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can miss

[Chorus: Chris Martin]
I want something just like this
I want something just like this


[Bridge: Chris Martin]
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

[Pre-Chorus: Chris Martin]
Where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this

[Chorus: Chris Martin]
Oh, I want something just like this
Oh, I want something just like this
Oh, I want something just like this"
The Chainsmokers,Something Different,"16 ContributorsTranslationsEspañolSomething Different Lyrics[Verse 1]
You always say what's on your mind
And dance like nobody's around you
Someone like you, so hard to find
I can’t believe I even found you

[Pre-Chorus]
I'm trying to do this every FaceTime
You know that you had me from the first line
I could listen to a story from you ten times
There's nothing I would clarify

[Chorus]
There's something different 'bout you
Something different, something different
There's something different 'bout you
Something different, something diffеrent
(Need your voi—, need your voi—, need your voi—)
Need your voice on repеat, all that good energy
All of the aura you bring
There's something different 'bout you
Something different, something different

[Verse 2]
You're never one to criticize
Even if somebody doubts you
You're always down to stay all night
You watch 'The Crown' like it's about you


[Pre-Chorus]
And every time you wanna FaceTime
You know that you had me from the first line
I could listen to a story from you ten times
There's nothing I would clarify

[Chorus]
There's something different 'bout you
There's something different 'bout you
Something different, something different
Need your voice on repeat, all that good energy
All of the aura you bring
There's something different 'bout you
Something different, something different

[Bridge]
I try to do this every night
When I call you 'cause I need to hear your voice
I was running 'til I fell into your void
Now there is nothing that can change my mind

[Chorus]
There's something different 'bout you
There's something different 'bout you
Something different, something different
Need your voice on repeat, all that good energy
All of the aura you bring
There's something different 'bout you
Something different, something different"
The Chainsmokers,Friday,"11 ContributorsTranslationsPortuguêsEspañolFriday Lyrics[Intro]
(Come on, come on)
(Belong to the universe)

[Verse 1]
We were young
But old enough to get high (High)
Crazy enough to get by (By)
And wild enough to fly
We were young (Were young)
But old enough to reach dreams (Dreams)
Crazy as it seems (Seems)
But still you're in my dreams, ah
We know that it's only gonna be a matter of time
Before you change your mind like you change clothes
Why stop right here?
We both know that I'll make it worth your while, hmm, oh

[Chorus]
'Cause you belong to the universe
Belong to the club tonight
Belong in my two-seater
Driving fast as light
Ooh, there's nothing that's stopping us
It's just like we're young in love
Don't care if we crash
Having the time of your life, life, life
Having the time of your life, life, life
(Having the time of your—)


[Drop]
Having the time of your—

[Verse 2]
These late nights, driving through your city
I'm calling when I shouldn't be
Right here where you want me to be
Girl, you got me caught up
Shifting through your bullshit
Trying to find a way out
Couldn't bring you down, down, down

[Chorus]
Oh, 'cause you belong to the universe
Belong to the club tonight
Belong in my two-seater
Driving fast as light
Ooh, there's nothing that's stopping us
It's just like we're young in love
Don't care if we crash
Having the time of your life, life, life
Having the time of your life, life, life
(Having the time of your—)

[Drop]
Having the time of your—
Having the time of your life, yeah (Ooh)
Having the time of your— (Ooh)"
The Chainsmokers,My Bad,"12 ContributorsTranslationsPortuguêsMy Bad Lyrics[Verse 1: Andrew Taggart]
I know we set rules, but what can I do?
I think of your body when I'm back in my room
Maybe I'm confused, you're giving me clues
Alone with my thoughts and now they're all about you

[Pre-Chorus: Shenseea]
Don't go thinking like that, don't go thinking like that
Don't go thinking like that, you know I want you so ba-bad
Don't go thinking like that, don't go thinking like that

[Chorus: Andrew Taggart]
My bad
I didn't mean to fall in love like that
And you don't even have to say it back
I didn't mean to fall in love like that
My bad

[Post-Chorus: Shenseea & Andrew Taggart]
Don't go thinking like that, don't go thinking like that
Don't go thinking like that, you know I want you so ba-bad
Don't go thinking like that, don't go thinking like that (My bad)

[Verse 2: Shenseea]
I know what we said, sometimes I forget
When I'm around you, you just have that effect on me
It's hard to be friends only, I just want your hands on me
Tired of talking, want your lips on my neck


[Pre-Chorus: Shenseea]
Don't go thinking like that, don't go thinking like that
Don't go thinking like that, you know I want you so ba-bad
Don't go thinking like that, don't go thinking like that

[Chorus: Andrew Taggart & Shenseea]
My bad
I didn't mean to fall in love like that
And you don't even have to say it back
I didn't mean to fall in love like that
My bad
My bad
I didn't mean to fall in love like that
And you don't even have to say it back
I didn't mean to fall in love like that
My bad

[Post-Chorus: Shenseea, Shenseea & Andrew Taggart]
Don't go thinking like that (I didn't mean to fall in love)
Don't go thinking like that, you know I want you so ba-bad
Don't go thinking like that (I didn't mean to fall in love)
Like that, my bad"
The Chainsmokers,Smooth,"16 ContributorsSmooth Lyrics[Intro]
(Ooh, I, oooh)
(Ooh, I, ooh)  (Ooooh)

[Verse 1]
I let the bottle talk again (Yeah)
Said something stupid about the other night
Yeah, now you're dancing with your friends (Dancing with your friends)
I guess tonight I'm working overtime (Time)

[Chorus]
Why's it so hard for you to get close to me right now?
I guess I'm not as smooth as I used to be

[Build]
Ooh, ooh
I guess I'm not as smooth as I used to be

[Drop]
(Ooh, ah, ooh)
(Ooh, ah, ooh)
I guess I'm not as smooth (Ooh)
I guess I'm not as smooth as I used to be

[Verse 2]
Darling, won't you please kill my jealousy?
Come on back to me when the night is done
Apologies are free, but you know it's me
Don't I always freeze when it's time for onе?


[Chorus]
Why's it so hard for you to get close to me right now?
I guеss I'm not as smooth as I used to be

[Build]
Smooth (Ooh, ah)
I guess I'm not as smooth as I used to be

[Drop]
I guess I'm not as smooth (As I used to be)
I guess I'm not as smooth as I used to be"
The Chainsmokers,Missing You,"11 ContributorsMissing You Lyrics[Verse 1: Dave Bayley]
My love I've been missing you
Red fog in the afternoon
Can't touch when I'm feeling blue
Blade runner catching up to you
I know what I put you through
I know I got work to do

[Chorus: Dave Bayley]
I've been, I've been missing you
After all I said to you
Let's forget the bitter fruit
Somethings are too good to lose
I'm missing you, oh
I'm missing you, oh
Oh

[Drop: Dave Bayley]
I've, I've been missing you
I've, I've been missing you

[Verse 2: Drew Taggart]
Two for one, I got deja vu
Past shit that we used to do
You traced all of my tattoos
I never had a good excuse
No one knows me like you do
Why’d I rather parachute?


[Chorus: Dave Bayley & Drew Taggart]
I've been, I've been missing you
After all I said to you
Let's forget the bitter fruit
Somethings are too good to lose
I'm missing you, oh
I'm missing you, oh
I'm missing you, you

[Drop]
(Beat, beat like this)
(You)

[Bridge: Dave Bayley]
Palm trees and the dreams that we never found
Sugar sweet memories left up on the ground
Do you even see what I see I when the sun goes down
Are you missing me 'cause I'm missing— you, oh
I'm missing—

[Drop: Dave Bayley]
You
I've been missing you
I've, I've been missing you
I'm missing— you
You
I'm missing— you
Oo"
The Chainsmokers,Why Can’t You Wait,"9 ContributorsTranslationsPortuguêsWhy Can’t You Wait Lyrics[Verse 1: Tom Howie]
Stay strong, carry on
What you want isn't far away
If you were so sure that we're not working out
You don't have to stay
You say you want more, what's it for?
Set the score every time you play
'Cause if you can't see how much you mean to me
What else can I say?
Why can't you wait?
Why can't you wait?

[Verse 2: Drew Taggart]
Stay strong, carry on
You should know that I'm here to stay
And if you need more, what's it for?
Tell me what price I gotta pay

[Pre-Chorus: Tom Howie with Drew Taggart]
Why can't you wait? This isn't temporary
Wait, I need you more than you think
Wait, I'm only asking you to stay

[Chorus: Tom Howie & Drew Taggart]
Why can't you wait for me to call just to hear you say
I'm all that you want and you wanna stay?
Why would you hang on for so long just to walk away?
Why can't you wait? Why can't you wait?
Why can't you wait for me to know who I wanna be?
You're the one I want when I'm running free
I know that someday we could say we were meant to be
Why can't you wait? Why can't you wait?
Why can't you wait?
Why can't you wait?


[Verse 3: Tom Howie]
Therе's so much more in store
For us both, on the othеr side
One day we can say
That we left all of this behind

[Pre-Chorus: Tom Howie with Drew Taggart]
Why can't you wait? This isn't temporary
Wait, I need you more than you think
Wait, I'm only asking you to stay

[Chorus: Tom Howie & Drew Taggart]
Why can't you wait for me to call just to hear you say
I'm all that you want and you wanna stay?
Why would you hang on for so long just to walk away?
Why can't you wait? Why can't you wait?
Why can't you wait for me to know who I wanna be?
You're the one I want when I'm running free
I know that someday we could say we were meant to be
Why can't you wait? Why can't you wait?
Why can't you wait?

[Outro: Drew Taggart & Tom Howie]
Why can't you wait?
Why can't you wait?"
